"","Fecha","Hora","Bosque","Transecto..1.2.3.","Planta","Polinizador","sexo","capturado.","Codigo_frasco","Observaciones","Ronda","b","Polinizador_curro","Pollinator_genus","Pollinator_family"
"575",2022-05-17,"15:57:00",2,3,"Ranunculus sp.","?=11","","",NA,"",4,"2022-05-17 NA","?=11","?=11",NA
"576",2022-05-17,"16:00:00",2,3,"Bellis perennis","?=30","","",NA,"",4,"2022-05-17 NA","Eupeodes corollae","Eupeodes","Syrphidae"
"578",2022-05-17,"16:06:00",2,3,"Bellis perennis","?=11","","",NA,"",4,"2022-05-17 NA","?=11","?=11",NA
"579",2022-05-17,"16:10:00",2,3,"Bellis perennis","?=52","","",NA,"",4,"2022-05-17 NA","Calliphora vicina","Calliphora","Calliphoridae"
"580",2022-05-17,"16:13:00",2,3,"Ranunculus sp.","?=64","","",NA,"",4,"2022-05-17 NA","Merodon sp.","Merodon","Syrphidae"
"581",2022-05-17,"16:15:00",2,3,"Cardamine pratensis","Pieris sp. Argazkia","","",NA,"",4,"2022-05-17 NA","Pieris napi","Pieris","Pieridae"
"582",2022-05-17,"16:16:00",2,3,"Cardamine pratensis","Anthocharis cardamines","","",NA,"",4,"2022-05-17 NA","Anthocharis cardamines","Anthocharis",NA
"583",2022-05-17,"16:17:00",2,3,"Bellis perennis","Sphaerophoria scripta","hembra","",NA,"",4,"2022-05-17 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"584",2022-05-17,"16:20:00",2,3,"Cardamine pratensis","","","si",67,"",4,"2022-05-17 67","Psithyrus quadricolor","Psithyrus","Apidae"
"585",2022-05-17,"16:24:00",2,3,"Bellis perennis","?=66","","",NA,"",4,"2022-05-17 NA","Andrena propinqua","Andrena","Andrenidae"
"586",2022-05-17,"16:26:00",2,3,"Bellis perennis","?=52","","",NA,"",4,"2022-05-17 NA","Calliphora vicina","Calliphora","Calliphoridae"
"587",2022-05-17,"16:27:00",2,3,"Taraxacum officinale","?=64","","",NA,"",4,"2022-05-17 NA","Merodon sp.","Merodon","Syrphidae"
"591",2022-05-17,"16:31:00",2,3,"Bellis perennis","?=10","","",NA,"",4,"2022-05-17 NA","Platycheirus albimanus","Platycheirus","Syrphidae"
"592",2022-05-17,"16:35:00",2,3,"Bellis perennis","?=11","","",NA,"",4,"2022-05-17 NA","?=11","?=11",NA
"593",2022-05-18,"10:42:00",3,1,"Helianthemum nummularium","?=68","","",NA,"Sol, calor, poco viento",4,"2022-05-18 NA","Melangyna sp.","Melangyna","Syrphidae"
"594",2022-05-18,"10:45:00",3,1,"Helianthemum nummularium","","","si",68,"",4,"2022-05-18 68","Melangyna sp.","Melangyna","Syrphidae"
"595",2022-05-18,"10:47:00",3,1,"Ranunculus sp.","Sphaerophoria scripta","macho","",NA,"",4,"2022-05-18 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"596",2022-05-18,"10:49:00",3,1,"Ranunculus sp.","?=69","","",NA,"",4,"2022-05-18 NA","?=69","?=69",NA
"597",2022-05-18,"10:50:00",3,1,"Ranunculus sp.","?=68","","",NA,"",4,"2022-05-18 NA","Melangyna sp.","Melangyna","Syrphidae"
"598",2022-05-18,"10:59:00",3,1,"Lotus corniculatus","Bombus lapidarius","","",NA,"",4,"2022-05-18 NA","Bombus lapidarius","Bombus","Apidae"
"599",2022-05-18,"11:04:00",3,1,"Ranunculus sp.","?=68","","",NA,"",4,"2022-05-18 NA","Melangyna sp.","Melangyna","Syrphidae"
"600",2022-05-18,"11:10:00",3,1,"Ranunculus sp.","","","si",69,"",4,"2022-05-18 69","","",NA
"601",2022-05-18,"11:19:00",3,1,"Ranunculus sp.","Sphaerophoria scripta","hembra","",NA,"",4,"2022-05-18 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"602",2022-05-18,"11:30:00",3,1,"Ranunculus sp.","?=69","","",NA,"",4,"2022-05-18 NA","?=69","?=69",NA
"603",2022-05-18,"11:39:00",3,1,"Ranunculus sp.","?=68","","",NA,"",4,"2022-05-18 NA","Melangyna sp.","Melangyna","Syrphidae"
"604",2022-05-18,"13:07:00",3,2,"Helianthemum nummularium","","","si",70,"",4,"2022-05-18 70","","",NA
"605",2022-05-18,"13:26:00",3,2,"Hippocrepis comosa","","","si",71,"",4,"2022-05-18 71","Osmia emarginata","Osmia","Megachilidae"
"606",2022-05-18,"13:30:00",3,2,"Pilosella officinarum","?=11","","",NA,"",4,"2022-05-18 NA","?=11","?=11",NA
"607",2022-05-18,"13:40:00",3,2,"Potentiila erecta","?=13","","",NA,"",4,"2022-05-18 NA","Halictus smaragdulus","Halictus","Halictidae"
"608",2022-05-18,"13:45:00",3,2,"Helianthemum nummularium","?=70","","",NA,"",4,"2022-05-18 NA","?=70","?=70",NA
"609",2022-05-18,"13:52:00",3,2,"Potentilla erecta","?=68","","",NA,"",4,"2022-05-18 NA","Melangyna sp.","Melangyna","Syrphidae"
"610",2022-05-18,"13:54:00",3,2,"Potentilla erecta","Sphaerophoria scripta","macho","",NA,"",4,"2022-05-18 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"611",2022-05-18,"13:55:00",3,2,"Potentilla erecta","Sphaerophoria scripta","macho","",NA,"",4,"2022-05-18 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"612",2022-05-18,"14:03:00",3,2,"Thymus praecox subsp. Polytrichus","","","si",72,"",4,"2022-05-18 72","Lasioglossum sp","Lasioglossum","Halictidae"
"613",2022-05-18,"14:10:00",3,2,"Potentilla montana","?=13","","",NA,"",4,"2022-05-18 NA","Halictus smaragdulus","Halictus","Halictidae"
"614",2022-05-18,"14:14:00",3,2,"Bellis perennis","Sphaerophoria scripta","hembra","",NA,"",4,"2022-05-18 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"615",2022-05-18,"15:46:00",3,3,"Vicia pyrenaica","Bombus pascuorum","","",NA,"",4,"2022-05-18 NA","Bombus pascuorum","Bombus","Apidae"
"616",2022-05-18,"15:51:00",3,3,"Ranunculus sp.","?=13","","",NA,"",4,"2022-05-18 NA","Halictus smaragdulus","Halictus","Halictidae"
"617",2022-05-18,"15:57:00",3,3,"Potentilla erecta","Sphaerophoria scripta","","",NA,"",4,"2022-05-18 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"618",2022-05-18,"16:08:00",3,3,"Potentilla erecta","Sphaerophoria scripta","hembra","",NA,"",4,"2022-05-18 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"619",2022-05-18,"16:10:00",3,3,"Vicia pyrenaica","?=56","","",NA,"",4,"2022-05-18 NA","Bombus ruderarius","Bombus","Apidae"
"620",2022-05-18,"16:18:00",3,3,"Ranunculus sp.","?=34","","",NA,"",4,"2022-05-18 NA","Lasioglossum leucopus","Lasioglossum","Halictidae"
"621",2022-05-18,"16:25:00",3,3,"Bellis perennis","?=13","","",NA,"",4,"2022-05-18 NA","Halictus smaragdulus","Halictus","Halictidae"
"622",2022-05-18,"16:28:00",3,3,"Potentilla montana","?=13","","",NA,"",4,"2022-05-18 NA","Halictus smaragdulus","Halictus","Halictidae"
"623",2022-05-18,"16:29:00",3,3,"Potentilla montana","?=13","","",NA,"",4,"2022-05-18 NA","Halictus smaragdulus","Halictus","Halictidae"
"624",2022-05-18,"16:35:00",3,3,"Bellis perennis","Sphaerophoria scripta","macho","",NA,"",4,"2022-05-18 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"625",2022-05-19,"10:38:00",1,1,"Taraxacum officinale","Eristalis sp.","","",NA,"Sol, calor, poco viento",5,"2022-05-19 NA","Eristalis sp.","Eristalis","Syrphidae"
"626",2022-05-19,"10:42:00",1,1,"Vicia pyrenaica","Bombus pascuorum","","",NA,"",5,"2022-05-19 NA","Bombus pascuorum","Bombus","Apidae"
"627",2022-05-19,"10:44:00",1,1,"Taraxacum officinale","Eristalis sp.","","",NA,"",5,"2022-05-19 NA","Eristalis sp.","Eristalis","Syrphidae"
"628",2022-05-19,"10:45:00",1,1,"Ranunculus sp.","Eristalis sp.","","",NA,"",5,"2022-05-19 NA","Eristalis sp.","Eristalis","Syrphidae"
"629",2022-05-19,"10:45:00",1,1,"Ranunculus sp.","?=13","","",NA,"",5,"2022-05-19 NA","Halictus smaragdulus","Halictus","Halictidae"
"630",2022-05-19,"10:47:00",1,1,"Taraxacum officinale","Sphaerophoria scripta","","",NA,"",5,"2022-05-19 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"631",2022-05-19,"10:47:00",1,1,"Taraxacum officinale","Eristalis sp.","","",NA,"",5,"2022-05-19 NA","Eristalis sp.","Eristalis","Syrphidae"
"632",2022-05-19,"10:49:00",1,1,"Taraxacum officinale","Sphaerophoria scripta","hembra","",NA,"",5,"2022-05-19 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"633",2022-05-19,"10:55:00",1,1,"Taraxacum officinale","Sphaerophoria scripta","hembra","",NA,"",5,"2022-05-19 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"634",2022-05-19,"10:56:00",1,1,"Bellis perennis","Sphaerophoria scripta","hembra","",NA,"",5,"2022-05-19 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"635",2022-05-19,"10:57:00",1,1,"Taraxacum officinale","?=59","","",NA,"",5,"2022-05-19 NA","Andrena propinqua","Andrena","Andrenidae"
"636",2022-05-19,"11:00:00",1,1,"Taraxacum officinale","Eristalis sp.","","",NA,"",5,"2022-05-19 NA","Eristalis sp.","Eristalis","Syrphidae"
"637",2022-05-19,"11:01:00",1,1,"Taraxacum officinale","Sphaerophoria scripta","macho","",NA,"",5,"2022-05-19 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"638",2022-05-19,"11:03:00",1,1,"Taraxacum officinale","?=10","","",NA,"",5,"2022-05-19 NA","Platycheirus albimanus","Platycheirus","Syrphidae"
"639",2022-05-19,"11:04:00",1,1,"Taraxacum officinale","Eristalis sp.","","",NA,"",5,"2022-05-19 NA","Eristalis sp.","Eristalis","Syrphidae"
"640",2022-05-19,"11:04:00",1,1,"Bellis perennis","?=68","","",NA,"",5,"2022-05-19 NA","Melangyna sp.","Melangyna","Syrphidae"
"641",2022-05-19,"11:08:00",1,1,"Taraxacum officinale","?=11","","",NA,"",5,"2022-05-19 NA","?=11","?=11",NA
"642",2022-05-19,"11:09:00",1,1,"Bellis perennis","Sphaerophoria scripta","","",NA,"",5,"2022-05-19 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"643",2022-05-19,"11:10:00",1,1,"Bellis perennis","Sphaerophoria scripta","","",NA,"",5,"2022-05-19 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"644",2022-05-19,"11:10:00",1,1,"Bellis perennis","?=52","","",NA,"",5,"2022-05-19 NA","Calliphora vicina","Calliphora","Calliphoridae"
"645",2022-05-19,"11:12:00",1,1,"Taraxacum officinale","?=59","","",NA,"",5,"2022-05-19 NA","Andrena propinqua","Andrena","Andrenidae"
"646",2022-05-19,"11:13:00",1,1,"Taraxacum officinale","Sphaerophoria scripta","hembra","",NA,"",5,"2022-05-19 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"647",2022-05-19,"11:15:00",1,1,"Taraxacum officinale","?=11","","",NA,"",5,"2022-05-19 NA","?=11","?=11",NA
"648",2022-05-19,"11:18:00",1,1,"Taraxacum officinale","","","si",73,"",5,"2022-05-19 73","Andrena cineraria","Andrena","Andrenidae"
"649",2022-05-19,"11:19:00",1,1,"Geranium robertianum","?=13","","",NA,"",5,"2022-05-19 NA","Halictus smaragdulus","Halictus","Halictidae"
"650",2022-05-19,"11:22:00",1,1,"Taraxacum officinale","Sphaerophoria scripta","","",NA,"",5,"2022-05-19 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"651",2022-05-19,"11:23:00",1,1,"Taraxacum officinale","","","si",74,"",5,"2022-05-19 74","","",NA
"652",2022-05-19,"11:24:00",1,1,"Vicia pyrenaica","Bombus terrestris","","",NA,"",5,"2022-05-19 NA","Bombus terrestris","Bombus","Apidae"
"653",2022-05-19,"11:25:00",1,1,"Bellis perennis","Sphaerophoria scripta","","",NA,"",5,"2022-05-19 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"654",2022-05-19,"11:25:00",1,1,"Vicia pyrenaica","Bombus pascuorum","","",NA,"",5,"2022-05-19 NA","Bombus pascuorum","Bombus","Apidae"
"655",2022-05-19,"11:28:00",1,1,"Medicago lupulina","Sphaerophoria scripta","hembra","",NA,"",5,"2022-05-19 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"656",2022-05-19,"11:31:00",1,1,"Bellis perennis","Sphaerophoria scripta","macho","",NA,"",5,"2022-05-19 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"657",2022-05-19,"11:40:00",1,1,"Ranunculus sp.","Sphaerophoria scripta","","",NA,"",5,"2022-05-19 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"658",2022-05-19,"11:45:00",1,1,"Bellis perennis","Sphaerophoria scripta","macho","",NA,"",5,"2022-05-19 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"659",2022-05-19,"11:47:00",1,1,"Ranunculus sp.","?=64","","",NA,"",5,"2022-05-19 NA","Merodon sp.","Merodon","Syrphidae"
"660",2022-05-19,"13:05:00",1,2,"Vicia pyrenaica","Bombus pascuorum","","",NA,"",5,"2022-05-19 NA","Bombus pascuorum","Bombus","Apidae"
"661",2022-05-19,"13:08:00",1,2,"Bellis perennis","Sphaerophoria scripta","hembra","",NA,"",5,"2022-05-19 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"662",2022-05-19,"13:11:00",1,2,"Bellis perennis","Sphaerophoria scripta","macho","",NA,"",5,"2022-05-19 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"663",2022-05-19,"13:17:00",1,2,"Vicia pyrenaica","Bombus pascuorum","","",NA,"",5,"2022-05-19 NA","Bombus pascuorum","Bombus","Apidae"
"664",2022-05-19,"13:19:00",1,2,"Vicia pyrenaica","?=75","","",NA,"",5,"2022-05-19 NA","Eucera nigrescens","Eucera","Apidae"
"665",2022-05-19,"13:25:00",1,2,"Vicia pyrenaica","Bombus pascuorum","","",NA,"",5,"2022-05-19 NA","Bombus pascuorum","Bombus","Apidae"
"666",2022-05-19,"13:27:00",1,2,"Bellis perennis","Sphaerophoria scripta","","",NA,"",5,"2022-05-19 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"667",2022-05-19,"13:30:00",1,2,"Bellis perennis","Sphaerophoria scripta","","",NA,"",5,"2022-05-19 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"668",2022-05-19,"13:33:00",1,2,"Bellis perennis","Sphaerophoria scripta","","",NA,"",5,"2022-05-19 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"669",2022-05-19,"13:35:00",1,2,"Medicago lupulina","?=13","","",NA,"",5,"2022-05-19 NA","Halictus smaragdulus","Halictus","Halictidae"
"670",2022-05-19,"13:40:00",1,2,"Bellis perennis","Sphaerophoria scripta","","",NA,"",5,"2022-05-19 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"671",2022-05-19,"13:42:00",1,2,"Bellis perennis","Sphaerophoria scripta","macho","",NA,"",5,"2022-05-19 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"672",2022-05-19,"13:42:00",1,2,"Bellis perennis","Sphaerophoria scripta","macho","",NA,"",5,"2022-05-19 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"673",2022-05-19,"13:45:00",1,2,"Ranunculus sp.","?=13","","",NA,"",5,"2022-05-19 NA","Halictus smaragdulus","Halictus","Halictidae"
"674",2022-05-19,"13:48:00",1,2,"Vicia pyrenaica","Bombus lapidarius","","",NA,"",5,"2022-05-19 NA","Bombus lapidarius","Bombus","Apidae"
"675",2022-05-19,"13:52:00",1,2,"Bellis perennis","Sphaerophoria scripta","","",NA,"",5,"2022-05-19 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"676",2022-05-19,"13:53:00",1,2,"Taraxacum officinale","Pararge aegeria","","",NA,"",5,"2022-05-19 NA","Pararge aegeria","Pararge","Nymphalidae-Satyrinae"
"677",2022-05-19,"14:00:00",1,2,"Bellis perennis","Sphaerophoria scripta","macho","",NA,"",5,"2022-05-19 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"678",2022-05-19,"14:04:00",1,2,"Bellis perennis","Sphaerophoria scripta","hembra","",NA,"",5,"2022-05-19 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"679",2022-05-19,"14:06:00",1,2,"Bellis perennis","Sphaerophoria scripta","","",NA,"",5,"2022-05-19 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"680",2022-05-19,"14:06:00",1,2,"Bellis perennis","Sphaerophoria scripta","","",NA,"",5,"2022-05-19 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"681",2022-05-19,"14:08:00",1,2,"Ranunculus sp.","?=73","","",NA,"",5,"2022-05-19 NA","Andrena cineraria","Andrena","Andrenidae"
"682",2022-05-19,"14:08:00",1,2,"Vicia pyrenaica","Bombus pascuorum","","",NA,"",5,"2022-05-19 NA","Bombus pascuorum","Bombus","Apidae"
"683",2022-05-19,"14:10:00",1,2,"Bellis perennis","Sphaerophoria scripta","hembra","",NA,"",5,"2022-05-19 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"684",2022-05-19,"14:11:00",1,2,"Erinus alpinus","Bombylius sp.","","si",76,"",5,"2022-05-19 76","Bombylius sp.","Bombylius","Bombyliidae"
"685",2022-05-19,"14:12:00",1,2,"Erinus alpinus","Bombus pascuorum","","",NA,"",5,"2022-05-19 NA","Bombus pascuorum","Bombus","Apidae"
"686",2022-05-19,"15:45:00",1,3,"Vicia pyrenaica","Bombus pascuorum","","",NA,"",5,"2022-05-19 NA","Bombus pascuorum","Bombus","Apidae"
"687",2022-05-19,"15:49:00",1,3,"Vicia pyrenaica","Bombus pascuorum","","",NA,"",5,"2022-05-19 NA","Bombus pascuorum","Bombus","Apidae"
"688",2022-05-19,"15:51:00",1,3,"Vicia pyrenaica","","","si",75,"",5,"2022-05-19 75","Eucera nigrescens","Eucera","Apidae"
"689",2022-05-19,"15:55:00",1,3,"Vicia pyrenaica","Bombus pascuorum","","",NA,"",5,"2022-05-19 NA","Bombus pascuorum","Bombus","Apidae"
"690",2022-05-19,"16:06:00",1,3,"Vicia pyrenaica","Bombus pascuorum","","",NA,"",5,"2022-05-19 NA","Bombus pascuorum","Bombus","Apidae"
"691",2022-05-19,"16:10:00",1,3,"Vicia pyrenaica","Bombus pascuorum","","",NA,"",5,"2022-05-19 NA","Bombus pascuorum","Bombus","Apidae"
"692",2022-05-19,"16:17:00",1,3,"Bellis perennis","Sphaerophoria scripta","macho","",NA,"",5,"2022-05-19 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"693",2022-05-19,"16:23:00",1,3,"Vicia pyrenaica","Bombus pascuorum","","",NA,"",5,"2022-05-19 NA","Bombus pascuorum","Bombus","Apidae"
"694",2022-05-19,"16:25:00",1,3,"Medicago lupulina","?=73","","",NA,"",5,"2022-05-19 NA","Andrena cineraria","Andrena","Andrenidae"
"695",2022-05-19,"16:27:00",1,3,"Medicago lupulina","?=13","","",NA,"",5,"2022-05-19 NA","Halictus smaragdulus","Halictus","Halictidae"
"696",2022-05-19,"16:30:00",1,3,"Bellis perennis","Sphaerophoria scripta","macho","",NA,"",5,"2022-05-19 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"697",2022-05-19,"16:30:00",1,3,"Vicia pyrenaica","Bombus pascuorum","","",NA,"",5,"2022-05-19 NA","Bombus pascuorum","Bombus","Apidae"
"698",2022-05-19,"16:30:00",1,3,"Bellis perennis","Sphaerophoria scripta","macho","",NA,"",5,"2022-05-19 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"699",2022-05-19,"16:30:00",1,3,"Vicia pyrenaica","?=75","","",NA,"",5,"2022-05-19 NA","Eucera nigrescens","Eucera","Apidae"
"700",2022-05-19,"16:31:00",1,3,"Vicia pyrenaica","Bombus lapidarius","","",NA,"",5,"2022-05-19 NA","Bombus lapidarius","Bombus","Apidae"
"701",2022-05-19,"16:32:00",1,3,"Ranunculus sp.","?=73","","",NA,"",5,"2022-05-19 NA","Andrena cineraria","Andrena","Andrenidae"
"702",2022-05-19,"16:33:00",1,3,"Bellis perennis","Sphaerophoria scripta","macho","",NA,"",5,"2022-05-19 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"703",2022-05-19,"16:34:00",1,3,"Bellis perennis","Sphaerophoria scripta","macho","",NA,"",5,"2022-05-19 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"704",2022-05-19,"16:34:00",1,3,"Bellis perennis","Sphaerophoria scripta","hembra","",NA,"",5,"2022-05-19 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"705",2022-05-19,"16:35:00",1,3,"Bellis perennis","Sphaerophoria scripta","macho","",NA,"",5,"2022-05-19 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"706",2022-05-19,"16:35:00",1,3,"Bellis perennis","Sphaerophoria scripta","macho","",NA,"",5,"2022-05-19 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"707",2022-05-19,"16:37:00",1,3,"Bellis perennis","Sphaerophoria scripta","macho","",NA,"",5,"2022-05-19 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"708",2022-05-19,"16:42:00",1,3,"Bellis perennis","?=10","","",NA,"",5,"2022-05-19 NA","Platycheirus albimanus","Platycheirus","Syrphidae"
"709",2022-05-19,"16:43:00",1,3,"Hutchinsia alpina","Sphaerophoria scripta","hembra","",NA,"",5,"2022-05-19 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"710",2022-05-20,"10:44:00",4,1,"Ranunculus sp.","","","si",77,"Calor, nada de viento, nublado",5,"2022-05-20 77","","",NA
"711",2022-05-20,"10:46:00",4,1,"Ranunculus sp.","","","si",78,"",5,"2022-05-20 78","Lucilia caesar","Lucilia","Calliphoridae"
"712",2022-05-20,"10:55:00",4,1,"Potentilla erecta","Sphaerophoria scripta","macho","",NA,"",5,"2022-05-20 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"713",2022-05-20,"11:01:00",4,1,"Ranunculus sp.","Sphaerophoria scripta","hembra","",NA,"",5,"2022-05-20 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"714",2022-05-20,"13:13:00",4,2,"Veronica officinalis","Bombus terrestris","","",NA,"",5,"2022-05-20 NA","Bombus terrestris","Bombus","Apidae"
"715",2022-05-20,"13:15:00",4,2,"Veronica officinalis","Coenonympha pamphilus","","",NA,"",5,"2022-05-20 NA","Coenonympha pamphilus","Coenonympha","Nymphalidae-Satyrinae"
"718",2022-05-20,"13:34:00",4,2,"Polygala vulgaris","Sphaerophoria scripta","macho","",NA,"",5,"2022-05-20 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"719",2022-05-20,"13:45:00",4,2,"Ranunculus sp.","Sphaerophoria scripta","macho","",NA,"",5,"2022-05-20 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"721",2022-05-20,"13:52:00",4,2,"Polygala vulgaris","Bombus terrestris","","",NA,"",5,"2022-05-20 NA","Bombus terrestris","Bombus","Apidae"
"722",2022-05-20,"13:53:00",4,2,"Potentilla erecta","Sphaerophoria scripta","macho","",NA,"",5,"2022-05-20 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"723",2022-05-20,"13:55:00",4,2,"Potentilla erecta","","","si",79,"",5,"2022-05-20 79","Eupeodes corollae","Eupeodes","Syrphidae"
"724",2022-05-20,"13:56:00",4,2,"Veronica officinalis","?=10","","",NA,"",5,"2022-05-20 NA","Platycheirus albimanus","Platycheirus","Syrphidae"
"725",2022-05-20,"14:03:00",4,2,"Potentilla erecta","?=13","","",NA,"",5,"2022-05-20 NA","Halictus smaragdulus","Halictus","Halictidae"
"726",2022-05-20,"14:04:00",4,2,"Potentilla erecta","?=13","","",NA,"",5,"2022-05-20 NA","Halictus smaragdulus","Halictus","Halictidae"
"727",2022-05-20,"14:05:00",4,2,"Potentilla erecta","?=13","","",NA,"",5,"2022-05-20 NA","Halictus smaragdulus","Halictus","Halictidae"
"728",2022-05-20,"14:12:00",4,2,"Potentilla erecta","Sphaerophoria scripta","","",NA,"",5,"2022-05-20 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"729",2022-05-30,"10:45:00",5,1,"Ranunculus sp.","?=10","","",NA,"sol, sin viento, Tª templada",5,"2022-05-30 NA","Platycheirus albimanus","Platycheirus","Syrphidae"
"730",2022-05-30,"10:55:00",5,1,"Scorzonera humilis","","","si",80,"",5,"2022-05-30 80","Lasioglossum sp","Lasioglossum","Halictidae"
"731",2022-05-30,"11:00:00",5,1,"Scorzonera humilis","?=83","","",NA,"",5,"2022-05-30 NA","?=83","?=83",NA
